Titos Hordell	"Earth	4
Emilio Rupert	Pet Shop Boys	3
Sharleen Mc Caughan	Bob James	5
Elvin Pfeffel	Leatherface	3
Fonzie Gerriet	Metropolis	3
Menard Cases	The Golden Gate Quartet	3
Nellie Lyver	Jimmy Ruffin	4
Rebeca Irnis	Pet Shop Boys	4
Broderick Devers	Loose Ends	4
Verney Helks	Leatherface	3
Charline Dahlgren	Georgie Fame	5
Omar Perott	Frankie Valli & The Four Seasons	3
Celinka Littlefield	Mickey Gilley	4
Ferrell Stuttman	Reverend Horton Heat	4
Alden Fehners	The Nimmo Brothers	4
Cally Baggott	Bryan Savage	3
Fredrika Sabbatier	The Beau Brummels	3
Ezri Brandino	Pet Shop Boys	3
Filide Yarnall	Right Said Fred	3
Maudie Knutton	Cypress Hill	6
Charil Dumblton	Ozric Tentacles	4
Ky D'Alwis	Absolute	4
Hedy Semens	Jim Lauderdale	4
Nickey Ganforth	Josh Freese	5
Charles Montez	Oz Noy	4
Ximenes Torresi	Bryan Savage	4
Rusty Jeeves	Rosario	4
Ezri Barnett	Deerhoof	5
Esdras Baudry	Wilbert Harrison	3
Moll Manuele	The Big Bopper	4
Blanca Dahlborg	Psyche	3
Maryjane Blowing	Issac Delgado	3
Ninette O'Crigan	Yo La Tengo	6
Gavan Galliford	Jean-Michel Jarre	5
Bertie Papez	Chris Botti	5
Perkin Blinde	Scott Joplin	4
Babbette Brooking	Téléphone	4
Enrico Janecki	Grateful Dead	3
Dorie Olive	The Herbaliser	4
Port Craigg	Fragma	3
Betta Frend	Blu Mar Ten	5
Flore Llywarch	iiO	4
Percival Riglesford	Ozric Tentacles	4
Wynne Billiard	Oysterband	4
Kathi Tremblot	Xavier Rudd	3
Sallyann Rubberts	Armand Van Helden	4
Antonella Adolthine	The Golden Gate Quartet	5
Alford Haugeh	a-ha	4
Florian Cockley	Caedmon's Call	4
Josey Randell	Julie London	3
Frans Gieraths	Ken Boothe	3
Ricky Antoniou	Johnathan Rice	3
Katharyn Nizard	Téléphone	4
Rhoda Blyth	Controlled Bleeding	3
Shayna Coburn	Julie London	4
Avrit Kobierra	The Phantom Band	3
Afton Latty	X-Perience	4
Anet MacCrachen	Jimmy Ruffin	4
Rosene Handover	Jacob Fred Jazz Odyssey	4
Roch Klamp	The Riverboat Gamblers	3
Jaquenetta Housby	Idlewild	4
Selena Mulchrone	LCD Soundsystem	6
Emilee Radish	El-P	4
Flory Starkey	Sonic Youth	4
Cody Ughelli	Burl Ives	5
Stacee Iveson	Sidonie	4
Win Hubberstey	Pete Seeger	4
Adelaide Seldon	Fabulous Disaster	4
Hattie Hunnawill	Burl Ives	4
Guntar Renhard	Rosie Thomas	3
Farlie Perez	Tommy McClennan & Robert Petway	5
Hamlen Please	Chet Baker	3
Marcile Ostick	Eric Tingstad & Nancy Rumbel	3
Derwin Fitchet	Bruce Dickinson	4
Edouard Stredder	Lennon	4
Heriberto Glasebrook	Jimmy Ruffin	3
Lion Le Conte	Alex Baroni	3
Laurent Bruhke	Articolo 31	3
Danell Probate	Velocity Girl	4
Darsey Musslewhite	Pete Seeger	4
Willa Brager	Jimmy Ruffin	4
Lauren Ortiger	Tony Rice	3
Suzette Stopford	Jimmy Ruffin	3
Brenn Rainsden	Frankie Bones	3
Alessandro Chevalier	Aria	4
Jarib Lunge	Leatherface	4
Bennie Rosenblath	Os Travessos	4
Harri Shearman	Burl Ives	6
Petey Menear	The Golden Gate Quartet	4
Caressa O' Brian	Merle Travis	4
Charlotte Taplin	Articolo 31	3
Stanislaw Whiskin	Slick Shoes	4
Raviv Santus	Leatherface	4
Bibby Mustarde	The Golden Gate Quartet	5
Freddie Warlton	Loose Ends	4
Rosette Heffer	The Andrews Sisters	3
Zachary McBeath	Morrissey	4
Levin Anderton	Nena	4
Ofelia Dovinson	Masters At Work	3
Chaim Sharple	Pete Seeger	4
Ernaline Capponeer	Primal Fear	5
Ches Fallows	Chrome	5
Merola Vanyutin	Chris Botti	4
Ewart Hallums	Suns of Arqa	3
Audrey Abazi	Alvin And The Chipmunks	4
Merla Szimon	Young Buck	4
Thor Broadbear	Sunbeam	3
Giralda Burgane	Vince Gill	3
Morgen Matchell	Black Oak Arkansas	4
Linnea Benitti	Freddie & The Dreamers	3
Kiley Mustill	Mcenroe	3
Robbie Oakden	The Alan Parsons Project	4
Eartha Ledwith	Jorge Ben Jor	3
Maggy Theuff	Georgie Fame	4
Ethelda Castangia	Delerium	3
Cedric Bastie	Primal Fear	3
Jozef Bern	Slayer	4
Salvidor Oxborrow	The End	5
Jillana Healings	Gene Farris	4
Ceciley Lurriman	Mickey Gilley	4
Hersch Shepland	Rachel Stevens	4
Alvan Skill	Pet Shop Boys	3
Hyacinthie Alishoner	Nena	4
Lorant Coltherd	The Alan Parsons Project	3
Kipp McCosker	Pet Shop Boys	5
Francisca Klimek	Ornette Coleman	4
Florette Demanche	The Christians	4
Jere Lorentzen	The Red Clay Ramblers	4
Lynea Rowat	Caedmon's Call	4
Trstram Sutter	Odd Nosdam	4
Yovonnda Ivanuschka	Mechanical Poet	3
Angelo Coggon	Audio Lotion	4
Jarad Kovacs	Solomon Burke	4
Arleta Tynnan	Rachel Stevens	4
Rafaelia Kalkofer	Beat Dominator	4
Alix Lumm	Toto	5
Goldie Meriet	Mickey 3D	4
Leelah Bovis	The Four Aces	3
Adolphus Faragher	The Herbaliser	4
Dex Galvin	The Big Bopper	4
Blane Chastagnier	Hybrid	4
Corabella Simonazzi	Sonic Youth	4
Bryn Siuda	Carl Perkins	5
Cassi Tresler	"Earth	4
Alexander Kliement	Jori Hulkkonen	4
Camala Elkington	Nobody & Mystic Chords Of Memory	4
Hyacintha Vanyutin	Electric Universe	3
Tommie Galiero	Sly & The Family Stone	3
Gherardo Cornfoot	Audio Lotion	4
Lilllie Sinott	Bryan Savage	4
Blayne Broad	Pet Shop Boys	4
Hyacinthia Saggers	Koufax	4
Eleanora Farrey	Pet Shop Boys	4
Rey Bradberry	The Blacklist	3
Towny Faint	Bryan Savage	3
Boonie Josebury	The String Cheese Incident	4
Sasha Ungerechts	Norman Brown	4
Rollin Costigan	Charles Mingus	4
Adelind Barniss	De/Vision	4
Laney Sponton	Writer's Block	5
Tim Beddows	Bob James	4
Reamonn Simpson	Sepultura	3
Harli Fish	Rush	5
Winslow Barstock	Bryan Savage	4
Kin McGragh	Los Lonely Boys	3
Morey Gyver	Daisy Chainsaw	4
Tammie Wolfarth	Vital Remains	5
Merell Woollhead	Sidonie	4
Jocko Riccard	Helen Merrill	4
Mamie Martindale	Traffic	5
Bonita Soars	Caedmon's Call	6
Bran Scouler	Diesel Park West	4
Ivonne Spearman	John McDermott	5
Armstrong Eskell	The Style Council	4
Murvyn Gee	Queen	4
Lois Narup	Jump5	4
Biron Gresch	The Alan Parsons Project	3
Bess Byars	Primal Fear	3
Shantee Capelle	Jimmy Ruffin	4
Gaylord Sherwen	Section 25	4
Demott Imlen	East Side Beat	4
Rori Kennedy	Jimi Tenor	3
Carena Quogan	Horace Silver	4
Cooper Carberry	Burl Ives	4
Matilda Bompas	Third Day	4
Sibylla Verick	Julie London	4
Emmalyn Killwick	Cypress Hill	4
Bettine Brotherhood	Opa Cupa	4
Wilbert Aleso	Charles Mingus	4
Lavinia Elsby	Adversus	3
Aurea Munton	Luna	3
Gusti Sparke	Extol	4
Jeremiah Valasek	The Golden Gate Quartet	3
Shelly Joly	Cypress Hill	4
Neill Adnet	Ozric Tentacles	3
Adria Blaszkiewicz	The Andrews Sisters	4
Frederica Keneleyside	Everton Blender	4
Ramsay Boskell	Clarence Carter	4
Che Sisland	Bruce Dickinson	3
Flin Jertz	The String Cheese Incident	5
Mickie Gwioneth	Kill Your Idols	4
Pasquale Ricketts	Borknagar	4
Stevie Maiklem	The Duke Spirit	3
Kelli Antonoczyk	Bryan Savage	3
Sharron De Ruggiero	Freddie & The Dreamers	4
Yolanda Harte	Lucio Dalla	4
Roderic Cowcha	Chris Thile	4
Coleen Olner	Chimène Badi	3
Crin Pauler	Howlin' Wolf	4
Roxanne Bromby	Freddie & The Dreamers	5
Darbie Underwood	Thunderclap Newman	4
Urson Longina	Inkubus Sukkubus	4
Zaccaria Avrahamof	Merle Travis	4
Fay Keiley	Asobi Seksu	4
Beitris Beaudry	Frankie Valli & The Four Seasons	4
Sergeant Tabart	Articolo 31	5
Melloney Whellans	The Big Bopper	4
Gavin Jedraszczyk	Bryan Adams	4
Hilario Wilstead	Nena	4
Eduard Van Velde	Horace Silver	4
Eziechiele Hurcombe	Carcass	4
Burtie Szreter	Machine Head	4
Benson Faldo	Dr. Ring-Ding & The Senior Allstars	4
Sileas McOnie	Dot Allison	4
Fayre Sarch	Helstar	4
Mitchael Lambol	Bethany Dillon	5
Ruthie Molden	Samantha Fox	3
Nikita Truelove	The Style Council	4
Ashton Kivits	Carl Perkins	5
Patricio Gerhartz	Bobby McFerrin & Chick Corea	3
Maia Niemetz	Otis Rush	4
Zelma Davion	Memphis Slim	4
Kelsi Armor	Ozric Tentacles	5
Benedick Chaston	Carl Perkins	4
Germaine Viggars	Yonder Mountain String Band	4
Romain Bullas	Frankie Bones	4
Stella Scardifeild	Right Said Fred	3
Konstantine Pittle	Gavin DeGraw	4
Denice Samsin	Toto	3
Alvinia Bill	Bryan Adams	4
Briano Hatherell	Natalie	4
Ivette Burridge	Rush	4
Charo Truder	Mercyful Fate	4
Euell Webborn	Patrick Doyle	4
Trista Girardini	Mickie Krause	4
Hilton De Malchar	Primal Fear	4
Patin Mainwaring	Mickey Gilley	3
Jandy Goeff	Cab Calloway	3
Elle Ethelstone	Xavier Rudd	4
Fernandina Strathearn	Django Reinhardt	3
Brendan Aveling	Free Kitten	5
