Jeremiah Valasek	Bryan Savage	4
Shelly Joly	Pablo Moses	4
Neill Adnet	Frankie Valli & The Four Seasons	4
Adria Blaszkiewicz	Chris Botti	4
Frederica Keneleyside	Gloria Gaynor	4
Ramsay Boskell	Emmylou Harris	4
Che Sisland	Anathallo	3
Flin Jertz	Primal Fear	3
Mickie Gwioneth	Pete Seeger	4
Pasquale Ricketts	Dallas Symphony Orchestra	4
Stevie Maiklem	Ozric Tentacles	4
Kelli Antonoczyk	Norman Brown	4
Sharron De Ruggiero	Cab Calloway	4
Yolanda Harte	Frankie Valli & The Four Seasons	4
Roderic Cowcha	Die Sekte	3
Coleen Olner	The Bigger Lovers	3
Crin Pauler	Die Sekte	3
Roxanne Bromby	Les McCann	3
Darbie Underwood	Air Traffic	4
Urson Longina	Bryan Savage	3
Zaccaria Avrahamof	Club 8	4
Fay Keiley	Dubee	4
Beitris Beaudry	The Phantom Band	4
Sergeant Tabart	The String Cheese Incident	4
Melloney Whellans	Frankie Valli & The Four Seasons	4
Gavin Jedraszczyk	Discipline	4
Hilario Wilstead	Sly & The Family Stone	4
Eduard Van Velde	Bethany Dillon	4
Eziechiele Hurcombe	Lil' KeKe	3
Burtie Szreter	Sly & The Family Stone	4
Benson Faldo	Lil' KeKe	4
Sileas McOnie	Charles Mingus	4
Fayre Sarch	Audio Lotion	4
Mitchael Lambol	Chris Thile	3
Ruthie Molden	Hampton Hawes	3
Nikita Truelove	Horace Silver	3
Ashton Kivits	Blind Melon	3
Patricio Gerhartz	Hank Snow	3
Maia Niemetz	Sepultura	4
Zelma Davion	Run Level Zero	3
Kelsi Armor	Edith Márquez	3
Benedick Chaston	David Torn	3
Germaine Viggars	The Pointer Sisters	4
Romain Bullas	mind.in.a.box	3
Stella Scardifeild	Blank & Jones	4
Konstantine Pittle	Emmylou Harris	4
Denice Samsin	Ayria	3
Alvinia Bill	Discipline	5
Briano Hatherell	Bethany Dillon	4
Ivette Burridge	Ojos de Brujo	3
Charo Truder	Rev. Gary Davis	3
Euell Webborn	Burl Ives	4
Trista Girardini	Soprano	3
Hilton De Malchar	Chrome	3
Patin Mainwaring	Morrissey	4
Jandy Goeff	Lucky Goat	3
Elle Ethelstone	The Andrews Sisters	4
Fernandina Strathearn	Pet Shop Boys	3
Brendan Aveling	Nas	4
Hendrika Woodcraft	Horace Silver	5
Lexi Cordery	The Boat People	3
Horace Chable	Bryan Savage	5
Carie Lennie	Ozric Tentacles	3
Fanya Lanfare	Leatherface	4
Waylen Mizen	The Herbaliser	4
Starlene Leythley	Pamela Williams	5
Antonia McCaskill	The Turtles	3
Linnell Esel	Loose Ends	4
Sandi McInerney	Howlin' Wolf	5
Sinclare Jewett	Mantovani	4
Bordy Thing	Alvin And The Chipmunks	4
Katalin Vigors	The Royal Family and the Poor	5
Kissie Pymar	Os Travessos	3
Silvio Manzell	Discipline	3
Dennet Chicchelli	Maino	3
Stormi Beltzner	Sly & The Family Stone	5
Madison Houldin	Impious	4
Arte Siss	Ozric Tentacles	4
Clarance Braybrookes	Mary Hopkin	3
Timofei Tute	The Jet Set	4
Vasily Vidloc	Wilderness	3
Livvy Symonds	The Golden Gate Quartet	3
Danell Karpe	Audio Lotion	4
Livvie Thatcher	Dabrye	5
Blondelle McGurgan	Queen	5
Nolana Swains	Ozric Tentacles	4
Tris Georgeot	Mis-Teeq	3
Thomasine Whitfeld	Suicidal Romance	3
Bernetta Hutson	The String Cheese Incident	5
Sauncho Lammie	Bodo Wartke	4
Thomas Greaves	Pet Shop Boys	4
Kelbee Fevier	Dead Or Alive	4
Carmita Solomonides	Chris Thile	3
Anatola Ismirnioglou	The Virtues	3
Svend Bassom	Robert Cray	3
Chev Chellam	Diam's	4
Page Inchcomb	Chisel	4
Kacy Pawling	Hanna Pakarinen	4
Bradney Vashchenko	Rush	3
Jamaal Cummine	Ayria	3
Dennison Cornforth	Charles Mingus	5
Rowan Tomasian	Martyr AD	4
Jeana Castellone	Memphis Slim	4
Margette Covendon	Memphis Slim	4
Shaughn Catteroll	The Big Bopper	4
Roby Haycock	Samantha Fox	4
Abigail Sendall	Julie London	4
Elias Selby	Cab Calloway	3
Coleman Syncke	Cledus T. Judd	3
Gaston Marcome	Horace Silver	4
Tripp Disbury	Bethany Dillon	4
Elisabet Frances	Bryan Adams	5
Dario Ebi	Frankie Valli & The Four Seasons	4
Anastasia Ivanov	The Turtles	3
Innis Firks	John Forté	3
Winna Foker	Die Sekte	3
Rakel Gisbourn	Blind Melon	3
Alanna Van Rembrandt	Herbie Mann	4
Margi Sterke	Kiko Navarro	3
Jack Hamer	Muddy Waters	3
Trevor Nickoles	Color Filter	3
Candace Blackborne	Luna	3
Lynsey Glazer	a-ha	5
Junia Malek	Marc Anthony	3
Anderea Barbisch	dd/mm/yyyy	3
Trudie Gaspard	Grateful Dead	3
Correna Rollett	The Style Council	4
Mathilda Chastan	Django Reinhardt	4
Ferris Teffrey	Cypress Hill	4
Ferris Kerrich	Issa Bagayogo	4
Batholomew Lillie	Machine Head	3
Faith Yanshin	11/5	4
Natale Domingues	Bethany Dillon	5
Annabella Fossett	Jim Lauderdale	5
Maggie Davidovitz	Groove Collective	3
Gerianne Brodbin	John Otway	4
Murry Wynch	Orson	4
Augustine Hanretty	a-ha	5
Danila Custance	Pet Shop Boys	5
Stephanie Buchan	Georgie Fame	4
Roger Thoumas	Ozric Tentacles	3
Niki Trenbey	Vince Guaraldi Trio	4
Mavra Avrahm	Los Lonely Boys	3
Kissee Seiter	Rush	4
Antin Izachik	Yo La Tengo	4
Arthur Griffiths	Duke Ellington	3
Pearla Westlake	Mercyful Fate	5
Lawrence McGucken	Django Reinhardt	3
Tanny Rawne	Tony Rice	3
Ardyth Petkov	Jake Owen	3
Stavro Heinlein	Primal Fear	3
Mada Bazylets	Perry Como	4
Silvana Vanelli	Pet Shop Boys	4
Marco Adolf	Luna	4
Peirce Bone	James Blood Ulmer	4
Blaire Hundal	Les McCann	4
Liv Beecker	Django Reinhardt	3
Damien Cansdale	Queen	4
Elsbeth Pilbury	Gloria Gaynor	3
Gayle Dewicke	Ralph Stanley	4
Ginnie Hould	Bryan Savage	3
Kristo O'Cannan	Queen	3
Margarethe Hurdis	Yma Sumac	3
Janetta Meo	The Andrews Sisters	3
Alyda Marxsen	Rush	3
Arleta McKimm	Beat Dominator	4
Melita Ponde	Jimmy Ruffin	3
Lothaire Arundale	Raw Power	3
Sigfrid Mazzei	Issa Bagayogo	4
Duke Babar	Raw Power	3
Serene Nabbs	The Four Aces	4
Julian Hartburn	Norman Brown	4
Ethan Basnett	dd/mm/yyyy	4
Murry Goodfield	The String Cheese Incident	4
Carmela Hartzenberg	Okkervil River	4
Herc Kempson	Dodgy	3
Ancell Cornes	Howlin' Wolf	4
Ivette Durrans	Intro	4
Jamill Vipan	Georgie Fame	5
Jilleen Tyhurst	Johnny Thunders & the Heartbreakers	3
Tab Garbert	The Alan Parsons Project	3
Tate Tebbitt	Free Kitten	3
Molly Hanalan	The Wolfgang Press	4
Eugenio Pilley	23 Skidoo	3
Lock Grigoryov	Dead Or Alive	4
Rickard Cardenoza	Less Du Neuf	3
Jacquie Betham	Jackie McLean	4
Alejandro Jeram	Blind Melon	4
Tulley Fitchett	Jimi Tenor	3
Oralia Gwillym	a-ha	3
Reilly Measures	X-Perience	4
Gerardo O' Reagan	Pet Shop Boys	3
Rufe Westcar	Мумий Тролль	4
Lilah Biggins	Nnenna Freelon	3
Otto Grizard	Alesha Dixon	4
Baxy Cargon	Asobi Seksu	3
Normie Amis	Smokey Robinson and the Miracles	4
Debbi Goodge	Amber	4
Bonnibelle Cantillon	Asobi Seksu	4
Bonnibelle Whitlaw	Frankie Bones	3
Effie Cariss	Raw Power	3
Gabbie Limer	Otis Rush	4
Justino Osgorby	Les McCann	4
Peyton Glossup	Pet Shop Boys	3
Henry Guisler	Amusement Parks on Fire	3
Dulcinea Ruddoch	Wanda Jackson	4
Claudell Shedd	The Christians	3
Minta Dwire	Rush	3
Marinna Van't Hoff	Brent Dowe	4
Laurianne Dionisetti	Bryan Adams	4
Lambert Greensides	Cab Calloway	3
Carina Coughlin	Hank Snow	4
Ted Vanyard	Inked In Blood	3
Roderic Mountcastle	Smokey Robinson and the Miracles	3
Gypsy Dargue	Diam's	3
Allys Swindall	Solomon Burke	4
Noach Schlag	Reverend Horton Heat	4
Wallas Etock	Horace Silver	3
Jerri Kensitt	Issac Delgado	4
Goober Litzmann	Christie	3
Riccardo Rodger	Horace Silver	3
Janie Pietranek	Björn Rosenström	4
Even Upham	Pet Shop Boys	3
Cyrille Stroder	Eric Dolphy	4
Melony Fairbairn	Jesse Saunders	4
Viviyan Rolse	The Pointer Sisters	4
Giusto Cash	PMMP	3
Vladimir Joannic	The Fortunes	3
Orella Collidge	Machine Head	4
Cad Hansmann	Idlewild	4
Cleve Mallinder	Alvin Lee	4
Lothaire Rosenstengel	Charles Wilson	4
Ingelbert Kalberer	Blind Melon	3
Winfield Dollimore	Tom Robinson Band	4
Winonah Harvison	Luna	4
Allard Fossey	Akimbo	4
Roddy Matherson	Bethany Dillon	5
Hannis Bernardini	Ayria	3
Auberta Andreolli	Söhne Mannheims	4
Demetria Swetland	Pete Seeger	4
Dalli Willgrass	Sly & The Family Stone	4
Sascha Braun	Vital Remains	4
Rozamond Ellerker	Samantha Fox	3
Sabine O'Dunneen	The Coasters	4
Joan Bosse	a-ha	3
Dehlia Anthon	Don Omar	4
Galina McHenry	Burl Ives	4
Damiano Chauvey	Lucio Dalla	4
Janeczka Retallack	Horace Silver	4
Faye McCurdy	Frankie Valli & The Four Seasons	4
Michal Pinnick	The Wolfgang Press	4
Jilli Carnelley	The Bear Quartet	3
Verile Blowfelde	Johnny Dorelli	3
Conway Alp	Get Well Soon	3
Joshuah Lanchberry	Pet Shop Boys	5
Odetta MacDearmid	Caedmon's Call	4
Olin Wannes	Mortification	5
Barnett Argyle	Darkseed	4
Ricoriki Crippill	Leng Tch'e	3
Daffie Sallier	Stillste Stund	4
Rosabella Canceller	Billy Joe Royal	4
Mimi Aitken	Omega	4
Tine Dupoy	Pet Shop Boys	3
Orelie McIlwraith	The Backyardigans	4
Bobbi Sline	Pet Shop Boys	3
Alameda Rounding	Lô Borges	4
Vincents Duffree	Negative Format	4
Teri Physic	Dead Or Alive	4
Magdalen Spellissy	Antibalas Afrobeat Orchestra	3
Inge Messer	Hank Snow	4
Christal Ryott	José Mercé	3
Barbe Lishman	Bethany Dillon	4
Peggy Norres	Pete Seeger	4
Nowell Powland	Horace Silver	3
Chauncey Basnall	Xavier Rudd	4
Annabel Aaronsohn	Toto	3
Cal Elleyne	Craig David	4
Jordan Rawlingson	Art Tatum	4
Wally McGillivray	Darkseed	4
Donavon Cudiff	Terence Trent D'arby	3
Aaren Sawrey	Caedmon's Call	4
Ortensia Matthewes	Lucio Dalla	3
Stanfield Hazleton	Samantha Fox	3
Alvan Huggon	Terence Trent D'arby	4
Dorie Bore	Kate Miller-Heidke	4
Shanta Tomek	Galactic Cowboys	3
Konstance Mitchener	Cab Calloway	4
Sheridan Drayton	The Gamits	4
Bordie Caudwell	Toto	3
Isabelita Brundill	Diam's	4
Bianca Dinsale	Pete Seeger	5
Solomon Spincke	Dianne Reeves	4
Emmye Bartholomaus	dd/mm/yyyy	3
Emmie Zipsell	Vanden Plas	5
Mill Dorie	Die Hunns	3
Silvain Francisco	Cab Calloway	4
Evey Sapey	Tiles	3
Rheta Ogilby	We Shot The Moon	4
Patric Egar	Primal Fear	4
Bendix Dresser	Sepultura	3
Peggi McKeevers	Dan Siegel	4
Jandy Asser	Brigitte Fontaine	3
Bernice Kench	Tiles	3
Shanon Ferreiro	Horace Silver	5
Lucita Frensch	Rush	3
Shandra Lanchester	Joe Lee Wilson	3
Maridel Snowding	Vienio & Pele	3
Dorian Leuchars	dd/mm/yyyy	3
Fraser Alloisi	Sidonie	5
Ruddie Aulsford	José Mercé	3
Karina Crosher	The Funky Lowlives	4
Clemente Attwood	The Andrews Sisters	4
Saw Klimshuk	Everton Blender	3
Hernando Berrow	Eat Static	3
Elwin Addy	Lucio Dalla	3
Zeb St. Paul	Jimmy Ruffin	3
Carolina Bitcheno	Will Young	4
Anne-corinne Harfoot	The Gamits	3
Karrah Kordova	Sonny Boy Williamson	4
Molly McKendry	Pete Berwick	4
Burton Cleaves	Primal Fear	3
Burtie Brooksby	Right Said Fred	4
Logan Beare	Arab on Radar	4
Kit Couves	Eric Dolphy	3
Deerdre Lowres	Boubacar Traoré	3
Reginald Doohan	Jean-Michel Jarre	4
Clotilda Covotti	Loggins & Messina	3
Annamaria Behn	Cows	4
Ardath Tingly	Suzy Bogguss	5
Nikolia Handsheart	Smokey Robinson and the Miracles	4
Farand Alexsandrev	Career Suicide	4
Raf Gallahar	Fightstar	3
Alvina Pitblado	Perry Como	5
Chadd Hembery	Dozer	4
Skippy Crush	Daughtry	4
Martino Robens	Blind Melon	4
Morgun Sugar	Primal Fear	3
Christine Hambleton	Mechanical Poet	3
Imogene McDermott	Cypress Hill	4
Livy Beernaert	Cab Calloway	4
Jaime Di Baudi	Ozric Tentacles	4
Davis Kinahan	Debbie Gibson	3
Georgy Maffulli	Memphis Slim	4
Kellby Adamov	Rush	4
Andrej Gaskamp	23 Skidoo	4
Cornie Di Biagi	Orson	3
Meryl Dewis	Jimmy Ruffin	3
Tracey Cearley	Ali Hassan Kuban	3
Jephthah Embery	Looptroop	4
Iago Issett	Nnenna Freelon	4
Arlen Ponceford	Luna	3
Saunder Btham	Drums & Tuba	3
Cletus Brideoke	The String Cheese Incident	5
Abbie Levens	Ozric Tentacles	5
Kenyon Bartholomaus	Issac Delgado	3
Lenore Lugard	Eat Static	4
Mayor Klasen	Pet Shop Boys	4
Goldie Terran	Bryan Adams	5
Stearne Thornthwaite	Gloria Gaynor	3
Elysee Wyld	Shirley Brown	4
Byrann Coleman	Rush	4
Valencia Gregh	Les McCann	3
Ramona Tamsett	Andre Nickatina & Equipto	4
Sydel Risbie	Narnia	4
Judy Wildgoose	Beat Dominator	4
Nicola Saice	Absolute Beginner	4
Rica Fauguel	Galy Galiano	4
Quinta Greguol	Number One Gun	4
Alfred McGhee	East Side Beat	3
Todd Sines	Groove Collective	4
Allyn Aime	The Duke Spirit	4
Linea Das	Patrick Doyle	4
Averil Barnsley	Jimmy Ruffin	3
Sukey Gayle	Narnia	3
Milt Pinkard	LCD Soundsystem	4
Jerrome Shotboulte	The Christians	3
Hale Tabourin	Redemption	3
Renado Kwiek	Luna	3
Gery Leahair	Captain Jack	3
Mord Amner	Bryan Adams	4
Dolley Bickerton	Smokey Robinson and the Miracles	4
Bobby Crichley	Rush	3
Dick Eastmead	Hybrid	4
Forrester Millhouse	Foetus	3
Cyndie Gill	Freddie & The Dreamers	5
Derron Burdell	Caedmon's Call	3
Hartley Nouch	Vanden Plas	4
Stephen Cuddy	The Duke Spirit	3
Raul Haistwell	Sonny & Cher	4
Bess Walesa	Sonny & Cher	4
Britni Dufour	Ozric Tentacles	3
Doro Drennan	Blackmore's Night	4
Atalanta Smalridge	Das EFX	3
Rosene Sander	Sepultura	4
Allianora Malshinger	The Watersons	4
Charles Venny	Ayria	3
Jeniffer Turnpenny	Cows	4
Adorne Kersey	Solomon Burke	4
Everard Brelsford	Burl Ives	6
Keeley Pettegre	Loose Ends	3
Frannie Biagioni	Neko Case	4
Rufe De Simoni	Chris Thile	3
Hyacinthie McGillreich	Compton's Most Wanted	3
Tabby Meadmore	Negative Format	4
Emilio Druce	Eric Tingstad & Nancy Rumbel	3
Tarrance Dobrovsky	Herbie Mann	4
Aguste Emer	23 Skidoo	3
Emory Coan	Solomon Burke	4
Haley Rosengren	Matthew Dear	3
Hervey Hakonsen	Kasey Chambers	4
Eldridge Picopp	Ozric Tentacles	3
Darleen Cowden	Smokey Robinson and the Miracles	4
Franny Clitherow	Chuck Loeb	4
Saleem Brittoner	Dalida	4
Tracie Truesdale	Cledus T. Judd	4
Andras Ellgood	Chris Botti	6
Francyne Baythorp	Toto	3
Gail Tomaselli	The Herbaliser	4
Bette-ann Dary	OSI	4
Faulkner Dodgson	Steve Hackett	4
Petra Legier	Pet Shop Boys	4
Moss Gregolin	The Wolfgang Press	5
Mack Petrolli	Vanden Plas	3
Mandy Jeavon	Carcass	4
Cyndy Knipe	The Panoply Academy	3
Jon Stuchbery	Horace Silver	3
Cello Stuckow	Absolute	3
Clare Jocic	Primal Fear	4
Tommie Limer	Queen	4
Hubert Weddell	a-ha	3
Zechariah Karby	Gas Huffer	3
Derrick Byron	Howlin' Wolf	4
Christin Pawels	Boubacar Traoré	4
Chaddy Buddock	Pink Razors	3
Remus Collete	Howlin' Wolf	3
Austina Briand	Carl Perkins	4
Mindy Almeida	Edda	3
Zach Lindenstrauss	Primal Fear	4
Bette Fleetwood	Third Day	4
Rozamond Fenwick	Bryan Savage	3
Ryan Semper	Burl Ives	4
Natalee Cardoso	a-ha	4
Rowe McClay	The Golden Gate Quartet	3
Ebonee Pursey	LCD Soundsystem	4
Court Booton	Rush	4
Harry Dri	Brad Paisley	4
Vassili MacTimpany	Carcass	4
Dorette Hourston	Support Lesbiens	3
Brody Dillinton	Cledus T. Judd	4
Cooper Drewery	The Whispers	3
Riki Busain	Da Weasel	5
Yanaton Bleesing	Marco Antonio Muñiz	4
Mark Perrottet	Dimentia 13	4
Staffard Fodden	Téléphone	4
Johnath Keaveny	Velvet Belly	3
Toiboid Serjent	O'Death	3
Tuck Bollis	David Bromberg	4
Giordano Kirkup	Guy	4
Carver Maidens	Tahiti 80	3
Kirstyn Lyvon	Steve Hackett	4
Hobard Girault	Nitty Gritty	4
Andrea Glamart	Howlin' Wolf	5
Ginger Acuna	Psyche	3
Meier Nockalls	Caliban	4
Dianemarie Rops	Howlin' Wolf	4
Quentin Wagen	The Pointer Sisters	4
Bunni Abbatucci	a-ha	3
Hamilton Stern	Tiles	3
Ian Fawdrey	Horace Silver	4
Rani Dawney	Clarence Carter	3
Cyndi Drillingcourt	Ralph Stanley	3
Darrick Cain	Les McCann	3
Cordelie Tod	Yma Sumac	5
Jacinta Mackett	Jimmy Ruffin	3
Bobinette Ajean	Port O'Brien	4
Leola Gannan	Amber	4
Candy Conaghy	Yo La Tengo	4
Aurie Atkin	Mis-Teeq	3
Gasparo Gaspero	The New Birth	4
Skell Cornau	The Wolfgang Press	4
Germayne Rustidge	Xavier Rudd	3
Dalia Fullbrook	The Andrews Sisters	4
Merrill Dossett	Comfort Fit	3
Margarita Fullman	Cab Calloway	3
Iorgo Blow	Jimmy Ruffin	3
Audry Tiner	Monty Python	4
Kit Spreull	Everton Blender	3
Herby McLaggan	Bob James	4
Hansiain Cannicott	Horace Silver	4
Virge Mumbray	Lil' KeKe	3
Rochester Weatherhogg	The Andrews Sisters	6
Josepha Atkin	Sonic Youth	5
Culley Rosling	Bryan Savage	3
Dannie Caslake	Bryan Savage	4
Florrie Lougheed	La Casa Azul	3
Jude Demangel	Toto	3
Rivkah Sorby	Nnenna Freelon	3
Marcello Tranfield	The Christians	3
Benjamin Hazeup	Nnenna Freelon	4
Stanford Kestell	Rick Cua	3
Alphonso Gillanders	John Otway	5
Frankie Utterson	Eric Dolphy	4
Abbi Pinkstone	The Weavers	4
Brande Yakovl	Charles Mingus	4
Daniella Llewellen	Ozric Tentacles	4
Ally Bothen	Rush	3
Val O'Cannon	Blind Melon	3
Natassia Shercliff	The Wolfgang Press	4
Eli Mathissen	The New Birth	3
Odey Bartholat	The Panoply Academy	3
El Dotterill	Robert Cray	3
Averil Coles	Kinito Méndez	4
